Date,AAPL.O,MSFT.O,INTC.O,AMZN.O,GS.N,SPY,EUR=,XAU=,GDX,GLD
2017-12-26,42.6425,85.4,46.08,58.838,257.72,267.19,1.1858,1283.24,23.2,121.77
2017-12-27,42.65,85.71,46.11,59.113,255.95,267.32,1.1886,1287.01,23.16,122.23
2017-12-28,42.77,85.72,46.22,59.305,256.5,267.87,1.1941,1294.75,23.2,122.85
2017-12-29,42.3075,85.54,46.16,58.4735,254.76,266.86,1.1996,1302.45,23.24,123.65
2018-01-01,,,,,,,1.2008,,,
2018-01-02,43.065,85.95,46.85,59.450500000000005,255.67,268.77,1.2057,1318.09,23.82,125.15
2018-01-03,43.0575,86.35,45.26,60.21000000000001,253.29,270.47,1.2012,1312.76,23.57,124.82
2018-01-04,43.2575,87.11,44.43,60.4795,256.83,271.61,1.2067,1322.9,23.72,125.46
2018-01-05,43.75,88.19,44.74,61.45700000000001,255.52,273.42,1.2028,1319.81,23.67,125.33
2018-01-08,43.5875,88.28,44.74,62.3435,251.81,273.92,1.1965,1320.49,23.42,125.31
2018-01-09,43.5825,88.22,43.62,62.635000000000005,253.94,274.54,1.1935,1312.58,23.11,124.73
2018-01-10,43.5725,87.82,42.5,62.716499999999996,254.33,274.12,1.1945,1316.81,23.25,125.03
2018-01-11,43.82,88.08,43.41,63.834,255.13,276.12,1.2031,1322.34,23.38,125.44
2018-01-12,44.2725,89.6,43.24,65.26,257.03,277.92,1.2185,1338.34,24.01,126.96
2018-01-15,,,,,,,1.2261,1339.66,,
2018-01-16,44.0475,88.35,43.14,65.243,258.46,276.97,1.2259,1338.54,24.37,127.17
2018-01-17,44.775,90.14,44.39,64.75,253.65,279.61,1.2184,1327.65,23.94,126.14
2018-01-18,44.815,90.1,44.48,64.666,250.97,279.14,1.2237,1327.1,23.61,125.86
2018-01-19,44.615,90.0,44.82,64.729,256.12,280.41,1.222,1331.41,23.65,126.42
2018-01-22,44.25,91.61,45.75,66.3655,261.52,282.69,1.226,1333.7,23.71,126.65
2018-01-23,44.26,91.9,46.06,68.127,260.09,283.29,1.2297,1341.01,24.1,127.28
2018-01-24,43.555,91.82,45.51,67.8755,265.68,283.18,1.2406,1358.09,24.6,128.83
2018-01-25,42.7775,92.33,45.3,68.89750000000001,269.03,283.3,1.2395,1347.65,24.13,127.97
2018-01-26,42.8775,94.06,50.08,70.1025,268.14,286.58,1.2419,1349.76,24.35,128.07
2018-01-29,41.99,93.92,49.98,70.884,272.48,284.68,1.2381,1339.96,23.68,127.35
2018-01-30,41.7425,92.74,48.79,71.891,268.94,281.76,1.24,1338.16,23.45,126.8
2018-01-31,41.8575,95.01,48.14,72.54450000000001,267.89,281.9,1.242,1344.7,23.75,127.65
2018-02-01,41.945,94.26,47.65,69.5,272.23,281.58,1.2508,1348.81,23.7,128.07
2018-02-02,40.125,91.78,46.15,71.4975,260.04,275.45,1.246,1332.92,22.91,126.39
2018-02-05,39.1225,88.0,44.52,69.5,249.11,263.93,1.2367,1339.21,22.71,126.71
2018-02-06,40.7575,91.33,44.91,72.142,258.7,269.13,1.2376,1324.9301,22.11,125.38
2018-02-07,39.885,89.61,45.2,70.839,257.1,267.67,1.2262,1318.11,21.8,124.79
2018-02-08,38.7875,85.01,42.75,67.525,246.35,257.63,1.2245,1318.88,21.68,124.98
2018-02-09,39.1025,88.18,43.95,66.98,249.3,261.5,1.2233,1316.64,21.68,124.77
2018-02-12,40.6775,89.13,44.83,69.31150000000001,253.16,265.34,1.2291,1322.83,21.97,125.37
2018-02-13,41.085,89.83,44.46,70.7255,255.53,266.0,1.235,1329.47,22.0,126.08
2018-02-14,41.8425,90.81,45.38,72.5525,262.58,269.59,1.2448,1350.6801,23.01,128.23
2018-02-15,43.2475,92.66,45.92,73.08800000000001,267.68,273.03,1.2505,1353.2,22.99,128.38
2018-02-16,43.1075,92.0,45.56,72.4345,267.62,273.11,1.2404,1347.78,22.51,127.96
2018-02-19,,,,,,,1.2407,1346.31,,
2018-02-20,42.9625,92.72,46.32,73.4175,264.89,271.4,1.2336,1329.42,21.87,126.24
2018-02-21,42.7675,91.49,45.94,74.146,263.4,270.05,1.2282,1323.86,21.79,125.66
2018-02-22,43.125,91.73,45.8,74.267,261.43,270.4,1.2329,1331.4301,21.73,126.3
2018-02-23,43.875,94.06,47.73,75.0,266.77,274.71,1.2293,1328.87,21.97,126.14
2018-02-26,44.7425,95.42,49.11,76.09750000000001,271.26,277.9,1.2316,1333.1,22.18,126.45
2018-02-27,44.5975,94.2,49.91,75.599,267.93,274.43,1.2231,1318.14,21.49,125.13
2018-02-28,44.53,93.77,49.29,75.6225,262.93,271.65,1.2193,1317.66,21.35,125.0
2018-03-01,43.75,92.85,47.84,74.6725,256.78,267.7,1.2267,1316.16,21.57,124.72
2018-03-02,44.0525,93.05,48.98,75.0125,258.12,269.08,1.2317,1322.17,21.49,125.39
2018-03-05,44.205,93.64,49.75,76.1805,263.12,272.19,1.2335,1319.95,21.65,125.18
2018-03-06,44.1675,93.32,50.71,76.882,266.93,272.88,1.2402,1334.06,22.01,126.53
2018-03-07,43.7575,93.86,51.32,77.25,265.35,272.78,1.2412,1325.49,21.57,125.72
2018-03-08,44.235,94.43,50.74,77.593,266.34,274.1,1.231,1321.96,21.65,125.42
2018-03-09,44.995,96.54,52.19,78.9445,270.77,278.87,1.2305,1323.64,21.57,125.54
2018-03-12,45.43,96.77,51.52,79.91950000000001,273.38,278.52,1.2332,1322.66,21.76,125.54
2018-03-13,44.9925,94.41,51.78,79.409,268.53,276.72,1.2389,1326.02,21.67,125.78
2018-03-14,44.61,93.85,51.86,79.55000000000001,264.43,275.3,1.2365,1324.6,21.73,125.7
2018-03-15,44.6625,94.18,50.88,79.116,266.61,275.0,1.2304,1315.86,21.45,124.9
2018-03-16,44.505,94.6,51.17,78.584,267.6,274.2,1.2287,1313.0,21.43,124.6
2018-03-19,43.825,92.89,50.83,77.24650000000001,262.53,270.49,1.2333,1316.56,21.51,124.87
2018-03-20,43.81,93.13,51.55,79.3255,263.19,270.95,1.224,1310.81,21.27,124.31
2018-03-21,42.8175,92.48,51.56,79.093,261.85,270.43,1.2336,1331.8,21.86,126.48
2018-03-22,42.2125,89.79,50.83,77.24600000000001,252.6,263.67,1.23,1328.58,21.5,125.98
2018-03-23,41.235,87.18,49.36,74.778,245.26,258.05,1.2351,1346.76,22.12,127.61
2018-03-26,43.1925,93.78,52.48,77.793,254.88,265.11,1.2442,1353.06,22.44,128.28
2018-03-27,42.085,89.47,51.19,74.8525,247.26,260.6,1.2401,1344.31,21.99,127.49
2018-03-28,41.62,89.39,49.6,71.57100000000001,249.37,259.83,1.2307,1324.61,21.66,125.73
2018-03-29,41.945,91.27,52.08,72.367,251.86,263.15,1.2301,1324.0,21.98,125.79
2018-03-30,,,,,,,1.2321,,,
2018-04-02,41.67,88.52,48.92,68.5995,247.35,257.47,1.23,1340.96,22.23,127.26
2018-04-03,42.0975,89.71,49.75,69.6025,250.58,260.77,1.2269,1332.45,21.91,126.3
2018-04-04,42.9025,92.33,49.99,70.5285,252.62,263.56,1.2277,1332.96,21.87,126.45
2018-04-05,43.2,92.38,50.38,72.5875,255.81,265.64,1.2238,1326.15,21.97,125.8
2018-04-06,42.095,90.23,48.79,70.2615,249.97,259.72,1.2281,1332.89,22.07,126.39
2018-04-09,42.5125,90.77,49.55,70.304,252.19,261.0,1.2319,1335.87,21.98,126.82
2018-04-10,43.3125,92.88,51.27,71.811,256.57,265.15,1.2354,1339.1,22.26,127.12
2018-04-11,43.11,91.86,51.1,71.3525,252.94,263.76,1.2365,1352.91,22.75,128.11
2018-04-12,43.535,93.58,52.72,72.425,259.59,265.93,1.2325,1335.08,22.47,126.62
2018-04-13,43.6825,93.08,51.86,71.5395,255.92,265.15,1.2329,1345.01,22.89,127.45
2018-04-16,43.955,94.17,52.4,72.075,257.88,267.33,1.2378,1345.54,22.8,127.63
2018-04-17,44.56,96.07,53.54,75.1915,253.63,270.19,1.237,1346.91,22.93,127.75
2018-04-18,44.46,96.44,53.61,76.392,254.0,270.39,1.2372,1348.92,22.98,127.85
2018-04-19,43.2,96.11,52.22,77.84550000000002,254.17,268.89,1.2344,1345.1801,23.06,127.6
2018-04-20,41.43,95.0,51.53,76.3745,251.96,266.61,1.2286,1334.72,22.71,126.63
2018-04-23,41.31,95.35,51.1,75.893,246.67,266.57,1.2207,1324.0,22.41,125.62
2018-04-24,40.735,93.12,51.45,73.0045,242.49,262.98,1.223,1330.28,22.7,126.23
2018-04-25,40.9125,92.31,51.38,73.00850000000001,239.23,263.63,1.2159,1322.9399,22.5,125.41
2018-04-26,41.055,94.26,53.05,75.89800000000001,240.09,266.31,1.2101,1316.88,22.59,124.97
2018-04-27,40.58,95.82,52.73,78.631,239.8,266.56,1.2128,1321.89,22.73,125.5
2018-04-30,41.315,93.52,51.62,78.30650000000001,238.33,264.51,1.2077,1314.95,22.28,124.59
2018-05-01,42.275,95.0,53.33,79.113,236.67,264.98,1.1993,1303.6,22.31,123.71
2018-05-02,44.1425,93.51,52.31,78.48400000000001,234.05,263.2,1.195,1304.46,22.38,123.65
2018-05-03,44.2225,94.07,52.28,78.60375,233.41,262.62,1.1987,1311.24,22.65,124.28
2018-05-04,45.9575,95.16,52.78,79.04750000000001,234.94,266.02,1.1958,1314.65,22.65,124.54
2018-05-07,46.29,96.22,53.33,80.007,237.2,266.92,1.192,1313.92,22.65,124.57
2018-05-08,46.5125,95.81,53.63,79.61950000000002,237.0,266.92,1.1862,1314.08,22.68,124.59
2018-05-09,46.84,96.94,54.34,80.4,241.73,269.5,1.185,1312.4,22.63,124.33
2018-05-10,47.51,97.91,54.98,80.45400000000001,243.44,272.02,1.1913,1321.01,22.95,125.18
2018-05-11,47.1475,97.7,54.67,80.14550000000001,242.92,272.85,1.1942,1317.6801,22.88,125.0
2018-05-14,47.0375,98.03,54.9,80.077,243.91,272.98,1.1925,1312.42,22.78,124.49
2018-05-15,46.61,97.32,53.92,78.806,241.56,271.1,1.1837,1290.24,22.26,122.48
2018-05-16,47.045,97.15,54.64,79.364,240.96,272.24,1.1807,1290.22,22.29,122.29
2018-05-17,46.7475,96.18,54.81,79.08800000000001,239.1,272.01,1.1793,1290.0,22.19,122.36
2018-05-18,46.5775,96.36,53.5,78.7185,237.0,271.33,1.1775,1291.5,22.19,122.41
2018-05-21,46.9075,97.6,54.32,79.27300000000001,237.7,273.37,1.179,1292.29,22.33,122.48
2018-05-22,46.79,97.5,54.45,79.07000000000001,238.0,272.61,1.1778,1290.92,22.13,122.41
2018-05-23,47.09,98.66,55.21,80.093,237.81,273.36,1.1696,1293.0,22.34,122.54
2018-05-24,47.0375,98.31,54.75,80.15350000000001,236.1,272.8,1.1719,1304.47,22.65,123.59
2018-05-25,47.145,98.36,55.44,80.50750000000001,235.01,272.15,1.165,1301.17,22.31,123.21
2018-05-28,,,,,,,1.1622,1297.7,,
2018-05-29,46.975,98.01,55.32,80.6435,227.03,269.02,1.1538,1297.96,22.15,123.19
2018-05-30,46.875,98.95,55.68,81.24450000000002,229.16,272.61,1.1661,1301.03,22.44,123.37
2018-05-31,46.7175,98.84,55.2,81.481,225.88,270.94,1.169,1297.92,22.34,123.1
2018-06-01,47.56,100.79,57.08,82.077,228.35,273.6,1.166,1292.74,22.31,122.49
2018-06-04,47.9575,101.67,56.83,83.26350000000001,229.89,274.9,1.1698,1291.58,22.28,122.37
2018-06-05,48.3275,102.19,56.53,84.8175,228.34,275.1,1.1717,1295.73,22.44,122.85
2018-06-06,48.495,102.49,57.03,84.78750000000001,232.23,277.4,1.1773,1296.0,22.58,122.92
2018-06-07,48.365,100.88,55.88,84.465,233.45,277.37,1.1797,1296.72,22.45,122.86
2018-06-08,47.925,101.63,55.05,84.1995,233.39,278.19,1.1766,1298.0,22.36,123.01
2018-06-11,47.8075,101.05,54.52,84.456,234.09,278.56,1.1782,1299.74,22.55,123.23
2018-06-12,48.07,101.31,54.82,84.9375,232.63,278.92,1.1743,1295.57,22.49,122.82
2018-06-13,47.675,100.85,55.03,85.243,233.83,278.03,1.1789,1299.31,22.48,123.19
2018-06-14,47.7,101.42,55.54,86.193,233.65,278.73,1.1567,1301.83,22.66,123.38
2018-06-15,47.21,100.13,55.11,85.7985,231.92,277.13,1.1607,1279.0,22.23,121.34
2018-06-18,47.185,100.86,53.22,86.18950000000001,231.39,276.56,1.1622,1277.91,22.27,121.11
2018-06-19,46.4225,100.86,52.93,86.739,228.32,275.5,1.1588,1274.37,22.05,120.8
2018-06-20,46.625,101.87,53.46,87.504,227.82,275.97,1.157,1267.7,21.92,120.26
2018-06-21,46.365,101.14,52.19,86.51100000000001,226.98,274.24,1.1601,1266.8101,21.91,120.05
2018-06-22,46.23,100.41,52.5,85.7835,226.02,274.74,1.1655,1268.49,22.18,120.34
2018-06-25,45.5425,98.39,50.71,83.15750000000001,221.54,271.0,1.1702,1265.0,22.01,119.89
2018-06-26,46.1075,99.08,49.67,84.5545,221.58,271.6,1.1645,1258.64,21.95,119.26
2018-06-27,46.04,97.54,48.76,83.02550000000001,220.18,269.35,1.1552,1251.62,21.81,118.58
2018-06-28,46.375,98.63,49.25,85.0725,223.42,270.89,1.1567,1247.88,21.93,118.22
2018-06-29,46.2775,98.61,49.71,84.99000000000001,220.57,271.28,1.1683,1252.25,22.31,118.65
2018-07-02,46.795,100.01,50.2,85.68900000000001,223.26,271.86,1.1639,1241.58,22.08,117.46
2018-07-03,45.98,99.05,49.47,84.69800000000001,220.38,270.9,1.1655,1252.4301,22.47,118.65
2018-07-04,,,,,,,1.1654,1256.2,,
2018-07-05,46.35,99.76,50.75,84.9865,220.74,273.11,1.1689,1257.33,22.68,119.05
2018-07-06,46.9925,101.16,51.37,85.53150000000001,221.79,275.42,1.1745,1254.2,22.61,118.86
2018-07-09,47.645,101.85,51.86,86.95100000000001,227.99,277.9,1.1749,1257.37,22.55,119.15
2018-07-10,47.5875,102.12,52.16,87.15350000000001,226.85,278.9,1.1742,1255.23,22.6,118.93
2018-07-11,46.97,101.98,51.2,87.75,225.66,276.86,1.1672,1241.76,22.0,117.64
2018-07-12,47.7575,104.19,52.35,89.831,227.22,279.37,1.1671,1246.77,22.14,118.13
2018-07-13,47.8325,105.43,52.22,90.6515,226.41,279.59,1.1685,1241.0,21.96,117.61
2018-07-16,47.7275,104.91,52.01,91.12450000000001,231.44,279.34,1.1709,1240.07,21.87,117.55
2018-07-17,47.8625,105.95,51.75,92.19650000000001,231.02,280.47,1.1659,1227.12,21.88,116.28
2018-07-18,47.6,105.12,51.72,92.14600000000002,231.24,281.06,1.1638,1226.4301,21.86,116.31
2018-07-19,47.97,104.4,51.98,90.64850000000001,229.63,280.0,1.1641,1222.4,21.58,115.81
2018-07-20,47.86,106.27,51.91,90.685,231.69,279.68,1.1718,1231.37,21.78,116.56
2018-07-23,47.9025,107.97,52.31,90.10000000000001,233.76,280.2,1.169,1224.15,21.33,116.0
2018-07-24,48.25,107.66,52.18,91.462,235.88,281.61,1.1684,1224.15,21.62,116.04
2018-07-25,48.705,110.83,52.43,93.1805,236.69,284.01,1.1728,1231.16,21.8,116.68
2018-07-26,48.5525,109.62,52.16,90.4,237.11,283.34,1.1641,1222.27,21.39,115.77
2018-07-27,47.745,107.68,47.68,90.8635,237.64,281.42,1.1656,1222.97,21.32,115.83
2018-07-30,47.4775,105.37,47.69,88.96100000000001,238.95,279.95,1.1704,1221.3,21.27,115.65
2018-07-31,47.5725,106.08,48.1,88.87200000000001,237.43,281.33,1.1691,1223.41,21.28,115.99
2018-08-01,50.375,106.28,48.81,89.8585,236.04,280.86,1.1658,1215.49,21.11,115.14
2018-08-02,51.8475,107.57,49.48,91.7165,233.99,282.39,1.1582,1207.56,20.94,114.52
2018-08-03,51.9975,108.04,49.63,91.1645,234.09,283.6,1.1567,1213.03,21.16,114.92
2018-08-06,52.2675,108.13,49.3,92.3875,235.93,284.64,1.1553,1206.1,20.9,114.33
2018-08-07,51.7775,108.88,49.7,93.12400000000001,237.83,285.58,1.1597,1210.64,20.66,114.59
2018-08-08,51.8125,109.49,49.96,94.32600000000001,236.37,285.46,1.161,1213.2,20.76,114.91
2018-08-09,52.22,109.67,50.14,94.926,233.78,285.07,1.1526,1211.97,20.71,114.74
2018-08-10,51.8825,109.0,48.85,94.315,229.61,283.16,1.141,1210.85,20.56,114.69
2018-08-13,52.2175,108.21,48.45,94.81,226.86,282.1,1.1408,1193.24,19.98,112.96
2018-08-14,52.4375,109.56,48.12,95.98250000000002,229.56,283.9,1.1342,1193.63,19.77,113.07
2018-08-15,52.56,107.66,47.46,94.131,229.25,281.78,1.1343,1174.28,18.6,111.19
2018-08-16,53.33,107.64,47.17,94.32600000000001,233.0,284.06,1.1375,1173.5601,18.16,111.1
2018-08-17,54.395,107.58,47.1,94.111,233.38,285.06,1.1437,1184.35,18.72,112.13
2018-08-20,53.865,106.87,46.5,93.83550000000001,235.78,285.67,1.1479,1190.17,18.79,112.69
2018-08-21,53.76,105.98,47.62,94.171,238.65,286.34,1.1569,1195.72,18.92,113.02
2018-08-22,53.7625,107.06,47.05,95.245,239.34,286.17,1.1596,1195.11,19.06,113.27
2018-08-23,53.8725,107.56,46.98,95.14500000000001,236.34,285.79,1.1537,1184.92,18.46,112.2
2018-08-24,54.04,108.4,47.66,95.26950000000001,235.11,287.51,1.1621,1205.55,18.95,114.16
2018-08-27,54.485,109.6,48.35,96.38400000000001,242.6,289.78,1.1677,1210.98,19.28,114.59
2018-08-28,54.925,110.26,48.57,96.641,242.37,289.92,1.1693,1200.86,18.92,113.68
2018-08-29,55.745,112.02,48.75,99.905,241.4,291.48,1.1706,1206.26,18.99,114.2
2018-08-30,56.2575,111.95,48.24,100.11900000000001,239.4,290.3,1.167,1199.51,18.69,113.64
2018-08-31,56.9075,112.33,48.43,100.63550000000001,237.81,290.31,1.1599,1200.71,18.55,113.51
2018-09-03,,,,,,,1.1623,1200.4,,
2018-09-04,57.09,111.71,47.96,101.97550000000001,237.66,289.81,1.1581,1191.0,18.02,112.93
2018-09-05,56.7175,108.49,47.72,99.741,237.56,289.03,1.1629,1196.3,17.87,113.32
2018-09-06,55.775,108.74,47.26,97.91550000000001,234.52,288.16,1.1621,1199.77,17.84,113.54
2018-09-07,55.325,108.21,46.45,97.6035,233.91,287.6,1.1551,1195.36,17.88,113.23
2018-09-10,54.5825,109.38,46.3,96.9505,231.91,288.1,1.1592,1195.4301,17.61,113.15
2018-09-11,55.9625,111.24,44.93,99.35750000000002,230.21,289.05,1.1605,1197.55,17.57,113.22
2018-09-12,55.2675,111.71,44.93,99.5,228.15,289.12,1.1624,1205.45,18.11,114.17
2018-09-13,56.6025,112.91,45.57,99.4935,228.33,290.83,1.1688,1200.7,18.09,113.76
2018-09-14,55.96,113.37,45.54,98.5095,229.24,290.88,1.1628,1193.31,17.98,113.02
2018-09-17,54.47,112.14,45.42,95.4015,227.89,289.34,1.1683,1200.53,18.32,113.61
2018-09-18,54.56,113.21,46.1,97.05250000000001,228.89,290.91,1.1665,1197.61,18.43,113.44
2018-09-19,54.5925,111.7,46.15,96.32100000000001,235.58,291.22,1.1672,1203.58,18.75,113.88
2018-09-20,55.0075,113.57,47.2,97.215,237.4,293.58,1.1775,1206.76,18.93,114.27
2018-09-21,54.415,114.26,46.66,95.7505,235.34,291.99,1.1749,1199.09,18.78,113.49
2018-09-24,55.1975,114.67,46.91,96.718,232.9,291.02,1.1746,1198.48,18.8,113.47
2018-09-25,55.5475,114.45,45.91,98.7275,232.5,290.75,1.1771,1200.91,18.85,113.65
2018-09-26,55.105,113.98,45.7,98.7425,228.88,289.88,1.1738,1194.0601,18.42,113.05
2018-09-27,56.2375,114.41,45.88,100.649,227.74,290.69,1.1639,1182.42,18.34,112.05
2018-09-28,56.435,114.37,47.29,100.15,224.24,290.72,1.1608,1191.6899,18.52,112.76
2018-10-01,56.815,115.61,46.45,100.218,225.33,291.73,1.1576,1187.73,18.55,112.57
2018-10-02,57.32,115.15,48.1,98.5655,226.07,291.56,1.1546,1202.6801,19.05,113.87
2018-10-03,58.0175,115.17,48.76,97.638,227.78,291.72,1.1476,1196.92,18.79,113.42
2018-10-04,56.9975,112.79,48.13,95.471,227.48,289.44,1.1513,1199.26,18.75,113.48
2018-10-05,56.0725,112.13,47.03,94.48250000000002,225.71,287.82,1.1523,1202.45,18.65,113.8
2018-10-08,55.9425,110.85,47.03,93.221,225.35,287.82,1.149,1187.62,18.71,112.54
2018-10-09,56.7175,112.26,46.55,93.516,222.91,287.4,1.1489,1189.17,18.39,112.6
2018-10-10,54.09,106.16,44.8,87.7625,214.89,278.3,1.1518,1194.36,18.63,112.88
2018-10-11,53.6125,105.91,44.23,85.968,212.97,272.17,1.1593,1223.73,19.87,115.78
2018-10-12,55.5275,109.57,44.88,89.4305,213.87,275.95,1.1562,1217.53,19.75,115.23
2018-10-15,54.34,107.6,44.53,88.04750000000001,215.22,274.4,1.1577,1226.54,20.06,116.0
2018-10-16,55.5375,111.0,45.94,90.998,221.7,280.4,1.1573,1224.03,19.99,115.8
2018-10-17,55.2975,110.71,45.89,91.5865,228.28,280.45,1.1499,1222.28,19.91,115.79
2018-10-18,54.005,108.5,44.97,88.536,224.95,276.4,1.1452,1225.01,20.0,115.92
2018-10-19,54.8275,108.66,44.0,88.20150000000001,226.96,276.25,1.1513,1225.86,20.01,116.01
2018-10-22,55.1625,109.63,45.01,89.465,221.6,275.01,1.1463,1221.53,19.86,115.71
2018-10-23,55.6825,108.1,44.5,88.435,218.56,273.61,1.1469,1230.17,20.1,116.39
2018-10-24,53.7725,102.32,42.42,83.21000000000001,209.18,265.32,1.1391,1233.58,19.87,116.66
2018-10-25,54.95,108.3,44.31,89.1085,214.01,270.08,1.1374,1231.6,19.0,116.4
2018-10-26,54.075,106.96,45.69,82.1405,212.36,265.33,1.1401,1233.17,19.06,116.77
2018-10-29,53.06,103.85,45.4,76.94400000000002,214.49,263.86,1.1371,1229.35,19.01,116.31
2018-10-30,53.325,103.73,47.76,76.521,219.28,267.77,1.1344,1222.59,19.15,115.8
2018-10-31,54.715,106.81,46.88,79.90050000000001,225.37,270.63,1.131,1214.14,18.93,115.15
2018-11-01,55.555,105.92,48.22,83.2765,226.97,273.51,1.1407,1232.8,19.57,116.63
2018-11-02,51.87,106.16,47.11,83.2765,229.69,271.89,1.1385,1232.48,19.63,116.65
2018-11-05,50.3975,107.51,47.97,81.39,228.72,273.39,1.1406,1230.91,19.56,116.37
2018-11-06,50.9425,107.72,47.25,82.1405,228.2,275.12,1.1426,1226.41,19.4,116.04
2018-11-07,52.4875,111.96,48.72,87.7745,231.28,281.01,1.1424,1225.7,19.31,116.03
2018-11-08,52.1225,111.75,48.99,87.7455,231.65,280.5,1.1362,1223.5,19.38,115.78
2018-11-09,51.1175,109.57,48.11,85.62150000000001,222.65,277.76,1.1334,1209.21,19.04,114.48
2018-11-12,48.5425,106.87,46.65,81.8425,206.05,272.57,1.1217,1200.58,18.61,113.66
2018-11-13,48.0575,106.94,47.39,81.55850000000001,205.05,272.06,1.1289,1201.96,18.42,113.7
2018-11-14,46.7,104.97,47.09,79.9505,202.49,270.2,1.1308,1210.84,18.83,114.64
2018-11-15,47.8525,107.28,48.11,80.97200000000001,203.74,273.02,1.1326,1212.91,19.09,114.77
2018-11-16,48.3825,108.29,48.83,79.6705,202.12,273.73,1.1418,1221.39,19.38,115.62
2018-11-19,46.465,104.62,48.0,75.6145,198.22,269.1,1.1451,1223.98,19.39,115.67
2018-11-20,44.245,101.71,47.39,74.77300000000001,191.34,264.12,1.137,1221.16,19.3,115.67
2018-11-21,44.195,103.11,47.03,75.8365,192.6,265.02,1.1383,1225.9399,19.81,115.86
2018-11-22,,,,,,,1.1407,1226.7,,
2018-11-23,43.0725,103.07,46.54,75.103,189.1,263.25,1.134,1222.44,19.36,115.77
2018-11-26,43.655,106.47,47.45,79.0665,194.34,267.5,1.1326,1222.28,19.26,115.64
2018-11-27,43.56,107.14,48.07,79.07100000000001,193.65,268.4,1.1288,1214.31,18.87,114.95
2018-11-28,45.235,111.12,48.86,83.8875,198.35,274.58,1.1366,1221.03,19.34,115.38
2018-11-29,44.8875,110.19,47.7,83.6785,194.85,273.98,1.1391,1223.61,19.17,115.74
2018-11-30,44.645,110.89,49.31,84.50850000000001,190.69,275.65,1.1315,1221.88,19.09,115.54
2018-12-03,46.205,112.09,50.13,88.618,191.63,279.3,1.1352,1231.0,19.44,116.41
2018-12-04,44.1725,108.52,47.75,83.42000000000002,184.31,270.25,1.1344,1238.16,19.6,117.12
2018-12-05,,,,,,,1.1344,1237.48,,
2018-12-06,43.68,109.19,48.37,84.9595,184.09,269.84,1.1374,1237.61,19.71,117.14
2018-12-07,42.1225,104.82,46.24,81.4565,179.67,263.57,1.1376,1247.71,20.2,118.09
2018-12-10,42.4,107.59,47.21,82.0515,178.83,264.07,1.1355,1244.51,20.13,117.68
2018-12-11,42.1575,108.59,47.38,82.162,176.8,264.13,1.1314,1242.85,20.01,117.54
2018-12-12,42.275,109.08,47.83,83.177,176.7,265.46,1.1368,1245.4,20.44,117.79
2018-12-13,42.7375,109.45,48.29,82.91900000000001,175.92,265.37,1.1361,1242.06,20.48,117.53
2018-12-14,41.37,106.03,47.86,79.59550000000002,172.77,260.47,1.1307,1238.12,20.12,117.06
2018-12-17,40.985,102.89,47.08,76.0455,168.01,255.36,1.1346,1245.8199,20.61,117.87
2018-12-18,41.5175,103.97,47.74,77.57400000000001,171.5,255.08,1.1361,1249.29,21.09,118.15
2018-12-19,40.2225,103.69,45.57,74.754,169.25,251.26,1.1375,1243.01,19.95,117.43
2018-12-20,39.2075,101.51,45.54,73.0415,168.41,247.17,1.1444,1259.76,20.67,119.24
2018-12-21,37.6825,98.23,44.84,68.8725,160.05,240.7,1.1367,1255.92,20.44,118.72
2018-12-24,36.7075,94.13,43.59,67.19800000000001,156.35,234.34,1.1399,1268.49,21.09,120.02
2018-12-25,,,,,,,1.1361,,,
2018-12-26,39.2925,100.56,46.19,73.545,162.93,246.18,1.1351,1266.9,20.62,119.66
2018-12-27,39.0375,101.18,46.36,73.08200000000001,165.41,248.07,1.1429,1275.13,20.97,120.57
2018-12-28,39.0575,100.39,46.75,73.901,163.03,247.75,1.1436,1280.67,20.6,121.06
2018-12-31,39.435,101.57,46.93,75.0985,167.05,249.92,1.1469,1282.73,21.09,121.25
2019-01-01,,,,,,,1.1462,1282.17,,
2019-01-02,39.48,101.12,47.08,76.9565,172.03,250.18,1.1342,1284.74,21.05,121.33
2019-01-03,35.5475,97.4,44.49,75.014,169.51,244.21,1.1392,1293.61,21.48,122.43
2019-01-04,37.065,101.93,47.22,78.76950000000001,175.05,252.39,1.1393,1284.83,21.3,121.44
2019-01-07,36.9825,102.06,47.44,81.47550000000001,176.02,254.38,1.1474,1288.63,21.04,121.86
2019-01-08,37.6875,102.8,47.74,82.82900000000001,175.37,256.77,1.144,1284.85,21.05,121.53
2019-01-09,38.3275,104.27,48.01,82.971,176.47,257.97,1.1541,1293.05,21.32,122.31
2019-01-10,38.45,103.6,48.56,82.811,176.0,258.88,1.1498,1286.3199,21.0,121.59
2019-01-11,38.0725,102.8,48.93,82.028,176.93,258.98,1.1467,1287.5,21.08,121.8
2019-01-14,37.5,102.05,48.35,80.8605,178.72,257.4,1.1474,1291.6899,20.93,122.09
2019-01-15,38.2675,105.01,48.6,83.72800000000001,179.91,260.35,1.1414,1289.24,20.61,121.88
2019-01-16,38.735,105.38,48.13,84.18900000000001,197.08,260.98,1.1397,1293.4399,20.6,122.27
2019-01-17,38.965,106.12,48.47,84.661,199.09,262.96,1.1395,1291.4,20.66,122.11
